,Label,' ','!',"'""'",'#','$','%','&',''','(',')','*','+',"','",'-','.','/','0','1','2','3','4','5','6','7','8','9',':',';','<','=','>','?','@','A','B','C','D','E','F','G','H','I','J','K','L','M','N','O','P','Q','R','S','T','U','V','W','X','Y','Z','[','\',']','^','_','`','a','b','c','d','e','f','g','h','i','j','k','l','m','n','o','p','q','r','s','t','u','v','w','x','y','z','{','|','}','~'
0,1001,163.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,9.0,19.0,33.0,83.0,12.0,28.0,46.0,63.0,1.0,3.0,43.0,16.0,56.0,64.0,21.0,1.0,49.0,51.0,80.0,18.0,10.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
1,1001,113.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,4.0,17.0,4.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,6.0,19.0,20.0,63.0,8.0,15.0,32.0,42.0,0.0,2.0,18.0,21.0,47.0,39.0,13.0,0.0,41.0,36.0,59.0,20.0,7.0,16.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0
2,1001,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,14.0,24.0,66.0,10.0,15.0,26.0,49.0,1.0,6.0,17.0,9.0,43.0,35.0,8.0,0.0,37.0,35.0,62.0,13.0,8.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3,1001,160.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,2.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,2.0,2.0,0.0,0.0,4.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,24.0,28.0,98.0,13.0,13.0,39.0,53.0,1.0,4.0,26.0,25.0,49.0,42.0,8.0,1.0,42.0,50.0,68.0,27.0,12.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
4,1000,274.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,11.0,2.0,13.0,0.0,6.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,14.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,0.0,3.0,9.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,16.0,28.0,47.0,152.0,31.0,36.0,65.0,76.0,0.0,6.0,37.0,37.0,95.0,103.0,27.0,1.0,82.0,86.0,104.0,27.0,11.0,12.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0
5,1002,317.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,5.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,14.0,41.0,47.0,173.0,48.0,18.0,68.0,121.0,0.0,3.0,62.0,53.0,105.0,117.0,21.0,0.0,80.0,108.0,129.0,51.0,13.0,14.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0
6,1000,150.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,10.0,21.0,25.0,84.0,11.0,15.0,35.0,54.0,3.0,2.0,23.0,10.0,43.0,50.0,15.0,0.0,40.0,47.0,75.0,16.0,8.0,10.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
7,1000,267.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,16.0,14.0,2.0,5.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,1.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,26.0,30.0,55.0,166.0,24.0,23.0,58.0,94.0,5.0,9.0,37.0,28.0,98.0,85.0,12.0,0.0,82.0,89.0,116.0,29.0,23.0,17.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
8,1002,293.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,11.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,24.0,53.0,52.0,163.0,39.0,12.0,59.0,91.0,1.0,7.0,68.0,31.0,101.0,115.0,21.0,1.0,75.0,78.0,102.0,35.0,12.0,19.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
9,1002,296.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,17.0,2.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,3.0,1.0,0.0,0.0,1.0,4.0,7.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,116.0,20.0,43.0,65.0,175.0,26.0,25.0,50.0,129.0,2.0,7.0,66.0,36.0,120.0,134.0,24.0,2.0,105.0,94.0,128.0,40.0,24.0,25.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0
